"line","frequency","term_1","term_2","term_2","prediction"
"125123",36,"million","to","fight","the"
"125124",51,"million","to","help","benedictin"
"125127",43,"million","to","the","republican"
"125128",49,"million","total","prize","pool"
"125129",29,"million","user","on","linkedin"
"125131",58,"million","year","ago","orwel"
"125132",25,"millionair","tax","ar","small"
"125134",33,"milli","hahaha","sorri","unread"
"125136",32,"miltari","action","it","wa"
"125137",47,"milwauk","area","and","need"
"125143",26,"min","but","we","have"
"125152",43,"mind","a","tilt","at"
"125154",33,"mind","about","the","hug"
"125155",25,"mind","about","these","more"
"125156",22,"mind","about","which","entri"
"125159",32,"mind","and","that","india"
"125160",50,"mind","and","those","who"
"125161",39,"mind","ani","critic","disagr"
"125162",35,"mind","ani","dirti","work"
"125163",21,"mind","around","a","littl"
"125164",32,"mind","but","mani","thought"
"125165",40,"mind","but","realist","expect"
"125166",30,"mind","by","the","end"
"125167",50,"mind","dont","matter",""
"125169",21,"mind","for","month","in"
"125171",40,"mind","gone","wear","thei"
"125173",50,"mind","help","me","good"
"125174",31,"mind","i","got","filthi"
"125175",30,"mind","i","not","a"
"125176",37,"mind","it","would","be"
"125178",25,"mind","keen","awar","he"
"125179",33,"mind","lead","me","to"
"125181",22,"mind","me","askin","what"
"125182",27,"mind","medit","will","be"
"125183",34,"mind","now","i","have"
"125184",49,"mind","of","how","we"
"125185",39,"mind","of","kent","billi"
"125186",38,"mind","of","our","youth"
"125187",38,"mind","of","the","fact"
"125188",34,"mind","of","the","potenti"
"125189",22,"mind","of","white","peopl"
"125193",37,"mind","that","ag","make"
"125197",23,"mind","the","individu","i"
"125201",45,"mind","to","know","that"
"125209",27,"mind","wen","im","walk"
"125210",34,"mind","when","us","it"
"125211",35,"mind","where","leav","rustl"
"125212",38,"mind","winter","seem","especi"
"125213",20,"mind","you","can","pour"
"125214",34,"mind","you","firm","util"
"125216",38,"mind","your","own","busi"
"125217",30,"mindanao","to","get","accidentally"
"125218",32,"mind","the","onli","strang"
"125222",24,"mindopen","flavor","appear","befor"
"125225",39,"mindset","wallac","realiz","he"
"125226",47,"mine","","the","peopl"
"125228",23,"mine","and","paradi","citi"
"125232",31,"mine","conglom","hunter","dickinson"
"125234",38,"mine","i","spend","it"
"125237",41,"mine","i","somewhat","of"
"125240",73,"mine","now","i","smaller"
"125241",54,"mine","to","poop","in"
"125246",29,"mine","were","give","him"
"125248",24,"minelai","would","be","jealou"
"125250",38,"miner","necessari","for","human"
"125254",38,"mingl","by","monaluna","for"
"125259",37,"mini","vacat","and","tri"
"125260",31,"minifield","on","adida","ground"
"125262",42,"minim","ingenu","apart","from"
"125264",20,"minim","the","io","switch"
"125265",20,"minim","the","number","of"
"125269",23,"minimallybi","the","factor","articul"
"125281",40,"minion","arent","much","of"
"125282",38,"minist","amr","moussa","against"
"125285",24,"minist","ha","a","doubl"
"125287",43,"minist","kevin","rudd","said"
"125290",24,"minist","of","health","barbara"
"125291",27,"minist","of","sport","fikil"
"125302",21,"minn","and","hussa","agr"
"125307",30,"minnelli","who","ha","been"
"125309",26,"minnesota","and","it","land"
"125312",32,"minnesota","earlier","in","the"
"125314",32,"minnesota","fell","behind","the"
"125316",25,"minnesota","physician","had","two"
"125318",23,"minnesota","said","repeal","presid"
"125319",57,"minnesota","wild","sign","defenseman"
"125321",52,"minni","ear","on","3"
"125322",40,"minni","lush","wa","name"
"125323",25,"minor","and","give","all"
"125326",41,"minor","commun","i","to"
"125327",58,"minor","correct","the","director"
"125331",49,"minor","leader","bill","batcheld"
"125335",32,"minor","part","in","there"
"125337",43,"minor","shia","a","number"
"125342",41,"minu","that","equat","it"
"125344",26,"minuscul","genit","it","wa"
"125347",38,"minut","add","to","the"
"125349",21,"minut","after","file","a"
"125350",22,"minut","after","that","a"
"125355",22,"minut","awai","by","foot"
"125356",35,"minut","awai","serious","you"
"125358",32,"minut","befor","i","fall"
"125359",23,"minut","but","a","simpl"
"125361",51,"minut","did","thei","just"
"125364",40,"minut","earlier","befor","shrug"
"125369",62,"minut","i","m","sure"
"125375",30,"minut","into","the","match"
"125383",39,"minut","left","and","it"
"125385",23,"minut","longer","than","necessari"
"125386",28,"minut","of","charact","develop"
"125391",22,"minut","pass","befor","madrid"
"125393",36,"minut","remov","skillet","from"
"125394",34,"minut","remov","to","paper"
"125395",31,"minut","straight","or","if"
"125397",39,"minut","that","will","forev"
"125399",58,"minut","thi","week","w"
"125401",42,"minut","to","blow","the"
"125405",44,"minut","to","retriev","the"
"125408",22,"minut","total","my","shoulder"
"125409",39,"minut","until","the","couscou"
"125410",30,"minut","wa","suffici","time"
"125412",45,"minut","with","treadmil","at"
"125413",43,"minut","without","an","accid"
"125416",34,"minut","","i","said"
"125419",34,"minut","then","hed","be"
"125420",34,"minut","thei","didnt","tell"
"125422",29,"minut","add","garlic","and"
"125423",45,"minut","add","on","interv"
"125426",24,"minut","battl","back","for"
"125428",27,"minut","drop","by","the"
"125432",34,"minut","or","until","the"
"125434",45,"minut","run","for","five"
"125435",27,"minut","someon","from","china"
"125436",39,"minut","stir","in","the"
"125438",34,"minut","then","sprinkl","with"
"125441",59,"minut","till","your","bdyyyyyi"
"125444",34,"minut","turn","your","radio"
"125445",45,"miracl","and","sign","how"
"125446",45,"miracl","awai","from","crowd"
"125448",45,"miracl","humbli","even","go"
"125449",53,"miracl","sometim","with","veri"
"125454",34,"mirror","but","in","truth"
"125460",43,"mirror","the","void","of"
"125461",25,"mirror","then","he","notic"
"125462",48,"misappropri","misquot","and","misinterpret"
"125463",48,"misinterpret","by","the","bhakthi"
"125464",47,"mi","sig","hat","at"
"125465",47,"mi","sig","jersei","and"
"125467",30,"misbrand","medicin","across","state"
"125475",46,"misek","said","it","sure"
"125476",37,"miser","she","make","everi"
"125477",43,"miseri","ar","avail","in"
"125478",52,"miseri","plai","at","the"
"125479",54,"miseri","you","got","me"
"125480",28,"misfortun","will","actual","end"
"125483",28,"mishandl","of","hi","campaign"
"125484",21,"mishap","that","cau","sprain"
"125486",22,"misl","by","hcea","leadership"
"125487",23,"mislead","natur","of","tht"
"125488",35,"mislead","the","author","todai"
"125489",32,"mismanag","the","best","exampl"
"125490",32,"mispercept","regard","hi","footbal"
"125492",48,"misquot","and","misinterpret","by"
"125494",28,"miss","mucho","when","i"
"125496",36,"miss","15","in","a"
"125497",22,"miss","22","game","in"
"125498",34,"miss","a","3pointer","that"
"125500",23,"miss","a","lot","of"
"125502",42,"miss","actual","a","foul"
"125504",29,"miss","an","opportun","to"
"125506",29,"miss","and","i","do"
"125507",33,"miss","birdi","putt","within"
"125511",34,"miss","both","free","throw"
"125512",33,"miss","brittani","murphi","movi"
"125515",23,"miss","consecut","cut","for"
"125520",22,"miss","five","week","with"
"125526",66,"miss","gourmet","magazin","it"
"125529",29,"miss","her","be","head"
"125530",32,"miss","hi","second","straight"
"125532",24,"miss","i","my","favorit"
"125533",37,"miss","i","stand","in"
"125536",62,"miss","it","it","go"
"125537",50,"miss","it","what","were"
"125538",59,"miss","johnni","carson",""
"125539",36,"miss","just","part","of"
"125542",58,"miss","my","friendsfamili","too"
"125544",30,"miss","near","four","year"
"125545",24,"miss","new","special","christma"
"125551",39,"miss","out","on","some"
"125555",64,"miss","out","visit","the"
"125556",55,"miss","rt","srsli","lunch"
"125557",21,"miss","said","inva","speci"
"125559",35,"miss","six","game","becau"
"125560",40,"miss","six","to","eight"
"125563",23,"miss","some","thing","in"
"125566",56,"miss","someth","a","lacross"
"125568",54,"miss","that","too",""
"125570",46,"miss","the","bicycl","yard"
"125572",23,"miss","the","cut","at"
"125575",38,"miss","the","game","2"
"125588",24,"miss","txtin","u","night"
"125591",32,"miss","ya","hahah","but"
"125595",49,"miss","you","dani","xoxo"
"125597",76,"miss","you","in","la"
"125599",60,"miss","you","still","make"
"125601",60,"miss","you","we","seriou"
"125604",43,"miss","but","hope","to"
"125607",37,"mission","after","the","2009"
"125610",27,"mission","control","dure","launch"
"125612",37,"mission","for","me","to"
"125616",27,"mission","leap","off","a"
"125620",56,"mission","team","plea","make"
"125621",62,"mission","thank","for","the"
"125622",48,"mission","the","audiffr","build"
"125623",30,"mission","thei","ar","focu"
"125626",40,"mission","viejo","announc","that"
"125631",35,"missionari","priest","had","report"
"125632",22,"mississippi","a","part","of"
"125635",39,"mississippi","hill","countri","on"
"125639",40,"missouri","fundrai","registri","have"
"125641",26,"missouri","histori","with","a"
"125644",31,"missouri","last","month","over"
"125646",32,"missouri","public","pension","system"
"125647",31,"missouri","scholar","100","award"
"125648",48,"missouri","state","actual","im"
"125649",31,"missouri","top","student","in"
"125651",33,"mist","and","scrunch","it"
"125653",62,"mistak","be","blame","on"
"125656",30,"mistak","that","i","my"
"125659",28,"mistak","main","street","wa"
"125663",35,"mistak","and","have","pled"
"125665",33,"mister","roger","a","hug"
"125666",33,"mister","roger","didnt","like"
"125667",33,"mister","roger","in","a"
"125668",33,"mister","roger","knelt","down"
"125669",33,"mister","roger","said","oh"
"125670",33,"mister","roger","that","she"
"125671",33,"mister","roger","wa","and"
"125672",33,"mister","roger","wa","becau"
"125673",33,"mister","roger","wa","sneak"
"125674",33,"mister","roger","wasnt","go"
"125675",33,"mister","roger","went","into"
"125676",33,"mister","roger","","and"
"125677",33,"mister","roger","and","he"
"125678",33,"mister","roger","in","fact"
"125679",33,"mister","roger","or","mayb"
"125682",38,"mistleto","for","be","a"
"125683",34,"mistreat","other","at","school"
"125688",39,"misu","the","word","synergi"
"125690",29,"mitch","easter","product","it"
"125691",22,"mitch","moreland","a","lefthand"
"125693",30,"mitchel","bard","iran","israel"
"125694",41,"mitchel","call","the","star"
"125697",37,"mitig","at","29","out"
"125698",37,"mitig","at","a","further"
"125699",37,"mitig","at","a","total"
"125700",37,"mitig","all","signif","impact"
"125702",57,"mitt","romnei","chang","super"
"125704",31,"mix","ar","freshmen","arthur"
"125705",54,"mix","a","we","speak"
"125706",53,"mix","at","it","again"
"125709",29,"mix","first","5","ingredi"
"125710",49,"mix","for","emerg",""
"125711",34,"mix","freedom","flex","darkskin"
"125715",36,"mix","in","break","ball"
"125717",38,"mix","in","thorough","season"
"125718",40,"mix","in","with","the"
"125723",23,"mix","media","sketchbook","and"
"125726",29,"mix","next","7","ingredi"
"125727",24,"mix","of","color","onc"
"125731",37,"mix","of","peopl","all"
"125734",21,"mix","the","dri","ingredi"
"125735",43,"mix","the","visual","the"
"125740",39,"mix","up","detail","page"
"125742",24,"mix","wa","go","to"
"125745",33,"mix","with","love","and"
"125751",42,"mixtap","ar","lazi","excu"
"125752",38,"mixtur","along","with","herb"
"125753",30,"mixtur","and","blue","chee"
"125756",38,"mixtur","into","the","consist"
"125761",29,"mixtur","add","the","fruit"
"125764",40,"mj","had","more","point"
"125766",47,"mk","ultra","child","victim"
"125767",29,"mke","music","scene","by"
"125768",25,"mkewineopen","on","februari","24th"
"125769",57,"mktg","peep","come","to"
"125770",46,"ml","king","dai","the"
"125777",47,"ml","i","about","the"
"125778",47,"ml","procedur","and","relat"
"125781",25,"mme","follow","your","heart"
"125783",43,"mn","hou","and","senat"
"125784",26,"mo","a","brother","steven"
"125786",25,"mo","dat","shit","confu"
"125791",34,"moan","and","i","guffaw"
"125793",25,"moaner","and","thanker","and"
"125800",41,"mobil","i","in","our"
"125803",66,"mobil","revolut","and","scientif"
"125804",25,"mobil","stand","that","can"
"125805",41,"mobil","and","it","alwai"
"125808",29,"mocha","cooki","crumbl","love"
"125809",42,"mock","god","special","soul"
"125810",26,"mock","me","no","wonder"
"125811",22,"mockeri","of","new","parent"
"125812",30,"mockingbird","and","hou","finch"
"125813",38,"moda","floralici","by","michael"
"125814",38,"moda","garden","diva","by"
"125815",38,"moda","grad","bazaar","by"
"125816",38,"moda","mingl","by","monaluna"
"125818",31,"mode","for","pooh","bear"
"125819",23,"mode","on","my","ipod"
"125821",21,"mode","will","run","on"
"125822",39,"model","act","host","ðÿ"
"125823",21,"model","and","everi","magazin"
"125824",21,"model","appear","in","vogu"
"125827",21,"model","for","generat","to"
"125829",33,"model","for","the","other"
"125830",38,"model","for","them","and"
"125832",31,"model","hi","love","and"
"125833",38,"model","in","the","current"
"125834",21,"model","industri","she","said"
"125836",51,"model","on","dai","soon"
"125842",21,"model","ugg","on","a"
"125844",77,"model","what","the","best"
"125847",28,"model","who","legal","chang"
"125848",36,"model","with","the","base"
"125856",38,"moder","islamist","abdelmoneim","abolfotoh"
"125857",27,"moder","level","damag","to"
"125858",38,"moder","recommend","i","d"
"125864",25,"modern","democrat","societi","that"
"125867",24,"modern","man","small","chang"
"125869",38,"modern","mind","of","our"
"125870",36,"modern","piano","and","the"
"125871",34,"modern","presidenti","campaign","ar"
"125873",36,"modern","steinwai","ar","frame"
"125875",37,"modern","time","million","of"
"125878",21,"mode","if","you","like"
"125880",42,"modest","for","the","typic"
"125890",38,"modul","of","emot","thu"
"125896",29,"mogul","hiram","jackson","judg"
"125897",23,"moh","to","check","out"
"125898",23,"moh","went","last","weekend"
"125900",24,"moham","the","selfproclaim","mastermind"
"125901",41,"moham","you","know","the"
"125902",34,"mohareb","enemi","of","god"
"125903",34,"mohareb","in","tehran","on"
"125906",30,"moin","the","maximum","contribut"
"125910",38,"mojo","for","a","while"
"125911",33,"mojo","verd","and","fri"
"125914",38,"mold","count","ar","moder"
"125915",30,"mold","from","the","hardwar"
