"line","frequency","Term"
"12571",221,"inform"
"12574",43,"infract"
"12575",63,"infrastructur"
"12578",42,"ingenu"
"12579",38,"ingest"
"12581",62,"ingram"
"12582",334,"ingredi"
"12583",48,"ingredi"
"12585",74,"inhal"
"12587",111,"inherit"
"12590",223,"initi"
"12594",208,"injur"
"12595",99,"injur"
"12596",529,"injuri"
"12598",117,"injuri"
"12599",31,"injuryfr"
"12601",262,"ink"
"12602",54,"ink"
"12604",41,"inlaw"
"12605",30,"inmat"
"12607",47,"inn"
"12608",40,"innard"
"12609",200,"inner"
"12611",32,"innerwork"
"12612",426,"in"
"12613",48,"in"
"12614",33,"inniskillin"
"12616",36,"innit"
"12617",146,"innoc"
"12618",80,"innoc"
"12619",276,"innov"
"12621",32,"innov"
"12622",25,"innov"
"12623",88,"innox"
"12625",117,"input"
"12626",52,"input"
"12627",37,"inquir"
"12630",115,"insan"
"12631",75,"insan"
"12633",77,"insan"
"12635",50,"insecur"
"12637",36,"insepar"
"12638",27,"insert"
"12639",291,"insid"
"12640",268,"insid"
"12643",94,"insight"
"12645",24,"insincer"
"12647",49,"insist"
"12651",40,"inspect"
"12652",88,"inspector"
"12653",572,"inspir"
"12654",105,"inspir"
"12655",33,"inspir"
"12656",108,"instagram"
"12657",278,"instal"
"12658",31,"instal"
"12659",26,"instal"
"12660",43,"instanc"
"12661",125,"instanc"
"12663",102,"instant"
"12667",779,"instead"
"12668",77,"instinct"
"12669",59,"instinct"
"12670",281,"institut"
"12672",22,"institut"
"12674",201,"instruct"
"12676",67,"instructor"
"12678",202,"instrument"
"12679",66,"instrument"
"12681",33,"insuffici"
"12682",55,"insulin"
"12683",85,"insult"
"12684",277,"insur"
"12685",70,"insuranc"
"12686",35,"insur"
"12690",24,"intact"
"12691",22,"intak"
"12692",139,"integr"
"12693",38,"intel"
"12694",45,"intellect"
"12695",54,"intellectu"
"12696",81,"intellig"
"12697",43,"intellig"
"12698",27,"intellig"
"12699",152,"intend"
"12700",207,"inten"
"12701",50,"intens"
"12703",372,"intent"
"12706",32,"intent"
"12707",34,"intent"
"12708",35,"interethn"
"12711",112,"interact"
"12712",24,"interact"
"12713",38,"intercept"
"12716",27,"interchangebl"
"12718",1425,"interest"
"12719",43,"interest"
"12720",79,"interest"
"12724",75,"interf"
"12725",58,"interfac"
"12726",22,"interfaith"
"12727",43,"interf"
"12728",31,"intergovern"
"12730",101,"interior"
"12733",72,"intermedi"
"12734",30,"intermediateterm"
"12735",32,"intermiss"
"12736",43,"intermitt"
"12737",511,"intern"
"12738",31,"intern"
"12739",391,"internat"
"12741",483,"internet"
"12742",33,"internetconnect"
"12744",69,"interpret"
"12745",100,"interrupt"
"12747",111,"intersect"
"12749",49,"interst"
"12750",79,"interstat"
"12753",47,"intertwin"
"12754",80,"interv"
"12755",100,"interven"
"12757",36,"intervent"
"12758",32,"intervent"
"12759",878,"interview"
"12760",30,"interview"
"12761",52,"interview"
"12763",35,"intim"
"12765",78,"intimid"
"12767",6147,"into"
"12770",37,"intrasquad"
"12771",24,"intrepid"
"12772",35,"intric"
"12773",33,"intricaci"
"12774",78,"intrigu"
"12779",30,"intro"
"12780",429,"introduc"
"12781",56,"introduc"
"12782",70,"introduct"
"12783",43,"introduct"
"12785",45,"introvert"
"12786",31,"intrud"
"12788",21,"intru"
"12790",61,"intuit"
"12792",30,"inuit"
"12793",28,"invad"
"12794",43,"invad"
"12795",26,"invalid"
"12797",58,"invalu"
"12798",44,"invari"
"12799",44,"inva"
"12800",39,"invas"
"12801",21,"invasiv"
"12802",90,"invent"
"12804",22,"inver"
"12806",20,"invert"
"12807",413,"invest"
"12808",632,"investig"
"12809",37,"investig"
"12810",22,"investig"
"12811",180,"investig"
"12812",25,"investig"
"12813",68,"invest"
"12815",190,"investor"
"12816",36,"investor"
"12818",424,"invit"
"12819",22,"invit"
"12820",51,"invit"
"12821",80,"invit"
"12822",21,"invit"
"12823",31,"invit"
"12824",35,"invitro"
"12825",30,"invok"
"12826",31,"involuntari"
"12827",715,"involv"
"12828",107,"involv"
"12829",38,"inward"
"12832",40,"ioanna"
"12834",153,"ion"
"12837",51,"ion"
"12838",125,"io"
"12839",312,"iowa"
"12840",67,"ipa"
"12841",445,"ipad"
"12842",220,"iphon"
"12843",81,"iphon"
"12846",110,"ipod"
"12848",41,"ipo"
"12850",27,"iq"
"12852",198,"iran"
"12853",39,"iranian"
"12854",140,"iraq"
"12855",64,"ireland"
"12857",31,"irev"
"12859",21,"iri"
"12861",137,"irish"
"12863",374,"iron"
"12867",41,"iron"
"12870",73,"irrat"
"12872",20,"irrelev"
"12874",30,"irresist"
"12878",88,"irrit"
"12879",44,"ir"
"12881",26,"irv"
"12882",34,"irvington"
"12886",35,"isaac"
"12887",77,"isabel"
"12888",23,"isaf"
"12890",31,"ischool"
"12891",68,"ish"
"12892",48,"ishikawa"
"12893",55,"isl"
"12894",155,"islam"
"12895",44,"islamabad"
"12896",43,"islami"
"12897",54,"islam"
"12898",40,"islamist"
"12899",450,"island"
"12900",28,"island"
"12902",30,"isl"
"12903",33,"islip"
"12904",766,"isn"
"12905",410,"isnt"
"12906",490,"isnt"
"12908",33,"isoiec"
"12909",90,"isol"
"12910",43,"isola"
"12912",67,"isom"
"12913",22,"isomorph"
"12914",46,"isoscel"
"12915",161,"israel"
"12916",58,"isra"
"12917",58,"iss"
"12918",34,"issa"
"12919",1527,"issu"
"12920",248,"issu"
"12921",232,"issu"
"12922",61,"isthmu"
"12923",58,"isu"
"12927",32,"it"
"12928",32,"it"
"12929",27,"itbusi"
"12931",35,"it"
"12932",27,"it"
"12933",30,"it"
"12934",1531,"it"
"12935",731,"it"
"12936",138,"itali"
"12937",133,"italian"
"12941",135,"itali"
"12944",612,"item"
"12946",41,"itï"
"12948",30,"itll"
"12949",2312,"it"
"12950",468,"itself"
"12952",69,"itun"
"12953",28,"itun"
"12956",84,"ivan"
"12957",690,"iv"
"12960",61,"ivi"
"12964",25,"iwa"
"12966",26,"izzo"
"12967",38,"jo"
"12969",37,"jaan"
"12972",37,"jabu"
"12973",43,"jacaranda"
"12974",330,"jack"
"12975",138,"jacket"
"12977",64,"jacki"
"12978",42,"jackpot"
"12979",181,"jackson"
"12981",158,"jacob"
"12984",30,"jacqu"
"12986",31,"jacquian"
"12988",48,"jade"
"12989",38,"jaden"
"12990",30,"jaffa"
"12991",27,"jaffl"
"12992",60,"jag"
"12993",91,"jagger"
"12996",31,"jah"
"12997",27,"jahn"
"12998",25,"jaiani"
"12999",185,"jail"
"13003",49,"jalapeno"
"13006",224,"jam"
"13007",30,"jamaica"
"13009",118,"jamba"
"13010",417,"jame"
"13012",149,"jame"
"13014",55,"jami"
"13018",219,"jan"
"13019",157,"jane"
"13020",70,"janett"
"13025",303,"januari"
"13026",90,"januari"
"13027",299,"japan"
"13029",365,"japan"
"13030",36,"jaqu"
"13031",39,"jar"
"13037",34,"jasin"
"13038",72,"jasmin"
"13039",148,"jason"
"13041",32,"javascript"
"13042",51,"javier"
"13043",64,"jaw"
"13044",44,"jaw"
"13045",244,"jai"
"13046",82,"jayz"
"13049",39,"jai"
"13051",64,"jazz"
"13052",30,"jazzi"
"13053",266,"jealou"
"13055",20,"jealousi"
"13056",174,"jean"
"13057",33,"jeanbaptist"
"13060",33,"jeanmar"
"13062",37,"jeanni"
"13063",90,"jean"
"13064",79,"jeep"
"13066",441,"jeff"
"13067",27,"jefferson"
"13068",54,"jefferi"
"13072",120,"jeffri"
"13073",40,"jeffries"
"13076",20,"jellyfish"
"13077",22,"jellz"
"13078",72,"jen"
"13079",25,"jena"
"13080",27,"jenan"
"13081",104,"jenn"
"13082",33,"jenn"
"13083",173,"jenni"
"13084",154,"jennif"
"13085",59,"jennif"
"13089",44,"jensen"
"13091",160,"jeremi"
"13093",37,"jeremi"
"13095",64,"jerk"
"13096",45,"jerki"
"13097",22,"jermain"
"13098",36,"jerom"
"13099",42,"jerri"
"13101",484,"jersei"
"13104",23,"jesã¹"
"13105",156,"jess"
"13106",164,"jessica"
"13107",68,"jest"
"13108",35,"jesuit"
"13109",709,"jesu"
"13110",117,"jesus"
"13111",246,"jet"
"13113",82,"jet"
"13114",105,"jew"
"13115",102,"jewel"
"13116",37,"jewel"
"13117",42,"jewelleri"
"13118",115,"jewelri"
"13119",221,"jewish"
"13120",36,"jew"
"13121",29,"jezebel"
"13123",22,"jibb"
"13126",136,"jig"
"13130",20,"jihad"
"13131",38,"jill"
"13134",42,"jillo"
"13135",179,"jim"
"13136",31,"jimenez"
"13137",207,"jimmi"
"13138",27,"jinger"
"13139",53,"jinxitud"
"13142",80,"jive"
"13144",46,"jkolliastustink12cau"
"13145",39,"jm"
"13146",27,"jmartinsptimescom"
"13147",37,"jmf"
"13149",114,"joan"
"13150",56,"joann"
"13152",2488,"job"
"13154",40,"jobcreat"
"13155",50,"jobless"
"13156",24,"jobnob"
"13157",225,"job"
"13158",24,"jobseek"
"13160",35,"jobz"
"13161",66,"jock"
"13162",26,"jockei"
"13163",49,"jockei"
"13165",500,"joe"
"13167",87,"joel"
"13170",139,"joei"
"13171",37,"jofa"
"13172",98,"jog"
"13174",74,"johann"
"13175",25,"johanna"
"13177",1062,"john"
"13178",100,"johnni"
"13179",37,"johnson"
"13182",1130,"join"
"13183",264,"joint"
"13184",22,"joka"
"13185",381,"joke"
"13192",35,"jolt"
"13193",133,"jon"
"13194",46,"jona"
"13196",251,"jonathan"
"13197",271,"jone"
"13198",35,"jone"
"13201",41,"joni"
"13203",24,"joplin"
"13204",35,"jordan"
"13205",62,"jordanyoung"
"13207",68,"jorg"
"13209",102,"jose"
"13210",29,"josef"
"13212",171,"joseph"
"13213",106,"josh"
"13214",92,"joshua"
"13218",435,"journal"
"13219",30,"journal"
"13220",166,"journalist"
"13223",391,"journei"
"13224",30,"journeybut"
"13227",278,"joi"
"13229",32,"joyradio"
"13232",32,"jpg"
"13238",28,"jubjub"
"13239",78,"juco"
"13241",716,"judg"
"13242",38,"judg"
"13243",28,"judg"
"13247",137,"judgment"
"13250",105,"judi"
"13254",25,"juggernaut"
"13256",30,"jug"
"13257",198,"juic"
"13258",40,"juic"
"13264",63,"julep"
"13265",443,"juli"
"13266",40,"julia"
"13267",67,"julian"
"13268",121,"juliet"
"13269",37,"julio"
"13270",26,"julissa"
"13271",50,"juliu"
"13272",112,"juli"
"13273",21,"julywork"
"13274",377,"jump"
"13275",44,"jump"
"13276",25,"jumper"
"13278",37,"junction"
"13279",872,"june"
"13280",70,"jungl"
"13281",29,"juniata"
"13282",518,"junior"
"13283",26,"juniorcolleg"
"13285",26,"juniorcolleg"
"13287",206,"junk"
"13290",20,"junta"
"13291",55,"jupit"
"13293",115,"juri"
"13294",31,"jurisdict"
"13295",26,"jurisdict"
"13296",105,"juror"
"13297",31,"juror"
"13298",232,"ju"
"13299",44,"juss"
"13300",15159,"just"
"13301",248,"justic"
"13302",246,"justic"
"13304",69,"justifi"
"13306",245,"justin"
"13307",40,"juston"
"13309",41,"jut"
"13310",122,"juvenil"
"13311",22,"juventutem"
"13313",33,"jvg"
"13317",34,"kcup"
"13319",21,"ká¹á¹á¹a"
"13320",28,"kaali"
"13322",28,"kabob"
"13324",38,"kabuki"
"13328",38,"kaff"
"13331",24,"kairo"
"13336",38,"kaleidoscop"
"13339",31,"kammeno"
"13340",38,"kamp"
"13342",28,"kancha"
"13344",57,"kankl"
"13345",121,"kansa"
"13347",33,"kantor"
"13348",31,"kani"
"13350",28,"kapoor"
"13352",41,"kaput"
"13353",29,"kar"
"13355",44,"karachi"
"13357",102,"karaok"
"13358",72,"karat"
"13359",45,"karban"
"13362",29,"karel"
"13363",94,"karen"
"13366",59,"kari"
"13367",55,"karim"
"13369",162,"karl"
"13373",38,"karp"
"13377",173,"kasich"
"13381",46,"katarina"
"13382",200,"kate"
"13383",103,"katherin"
"13385",50,"kathi"
"13388",34,"kathi"
"13389",165,"kati"
"13392",44,"katz"
"13393",190,"kaufman"
"13395",25,"kawika"
"13396",98,"kai"
"13402",107,"keen"
"13404",3374,"keep"
"13405",30,"keeper"
"13407",85,"keg"
"13408",46,"kegel"
"13409",126,"keger"
"13413",85,"keith"
"13415",46,"keller"
"13416",62,"kellei"
"13417",99,"kelli"
"13418",21,"kellogg"
"13421",44,"kelowna"
"13422",35,"kelsei"
"13425",61,"kemba"
"13427",200,"ken"
"13429",28,"kendal"
"13430",44,"kendra"
"13431",25,"kenel"
"13433",67,"kennedi"
"13434",23,"kennedi"
"13435",20,"kennel"
"13440",38,"kensington"
"13441",200,"kent"
"13444",31,"kentucki"
"13445",33,"kenyon"
"13446",44,"keogh"
"13447",406,"kept"
"13451",32,"kerr"
"13454",28,"ketchup"
"13459",22,"keudel"
"13462",284,"kevin"
"13463",667,"kei"
"13465",75,"keyboard"
"13467",30,"kei"
"13468",21,"keyser"
"13469",63,"kfc"
"13470",20,"khadar"
"13471",102,"khador"
"13472",65,"khalid"
"13473",55,"khalili"
"13474",157,"khan"
"13476",64,"khomeini"
"13477",49,"khyber"
"13478",45,"kian"
"13479",721,"kick"
"13481",36,"kick"
"13483",26,"kicker"
"13485",42,"kickoff"
"13487",1816,"kid"
"13489",45,"kiddi"
"13491",40,"kiddo"
"13492",32,"kidkupz"
"13493",68,"kidnap"
"13495",127,"kidnei"
"13497",466,"kid"
"13502",26,"kilei"
"13503",1063,"kill"
"13505",62,"kill"
"13506",141,"killer"
"13507",26,"killin"
"13508",44,"kill"
"13509",94,"kim"
"13510",1706,"kind"
"13511",493,"kinda"
"13517",30,"kindl"
"13519",48,"kind"
"13520",56,"kindr"
"13521",38,"kind"
"13522",40,"kinect"
"13523",663,"king"
"13525",20,"kingd"
"13526",135,"kingdom"
"13527",25,"king"
"13528",23,"kingsnor"
"13529",34,"kingsiz"
"13531",32,"kinkad"
"13532",33,"kink"
"13533",40,"kinnear"
"13534",30,"kinnei"
"13536",68,"kiosk"
"13538",44,"kippur"
"13539",37,"kiran"
"13540",49,"kirbi"
"13542",96,"kirk"
"13544",38,"kirkpatrick"
"13545",48,"kirksvil"
"13546",24,"kirkuk"
"13547",41,"kirku"
"13549",408,"kiss"
"13550",37,"kistner"
"13552",139,"kit"
"13554",392,"kitchen"
"13555",57,"kitchen"
"13557",38,"kitschi"
"13558",85,"kitten"
"13559",91,"kitten"
"13560",77,"kitti"
"13561",80,"kitti"
"13566",22,"klai"
"13570",60,"klement"
"13571",37,"klemm"
"13574",65,"kloppenburg"
"13580",232,"knee"
"13581",31,"kneel"
"13583",33,"knelt"
"13584",1107,"knew"
"13585",58,"knewton"
"13587",142,"knick"
"13588",170,"knife"
"13590",114,"knight"
"13591",200,"knit"
"13593",53,"knit"
"13594",30,"knitwear"
"13596",129,"kno"
"13598",22,"knobb"
"13599",159,"knock"
"13600",31,"knockout"
"13605",51,"knorrcetina"
"13606",37,"knot"
"13608",20,"knot"
"13609",9127,"know"
"13612",26,"knowthat"
"13613",25,"know"
"13614",217,"knowledg"
"13618",1010,"known"
"13620",26,"knowsor"
"13622",54,"knox"
"13624",38,"knuckl"
"13626",126,"kobe"
"13628",82,"koch"
"13629",44,"kocur"
"13630",25,"kodak"
"13633",48,"kohl"
"13634",53,"koi"
"13637",25,"kolirin"
"13638",46,"kollia"
"13639",40,"komen"
"13641",76,"kona"
"13642",40,"konerko"
"13643",32,"kong"
"13650",35,"korea"
"13651",57,"korean"
"13652",22,"korver"
"13654",62,"kosinski"
"13656",42,"kotsai"
"13657",25,"krabi"
"13658",35,"kraft"
"13659",38,"krait"
"13660",52,"krall"
"13662",42,"krasev"
"13664",33,"krazyrayray"
"13665",24,"kreat"
"13666",72,"kreme"
"13669",81,"kri"
"13670",72,"krispi"
"13671",59,"krista"
"13672",28,"kristen"
"13674",40,"kristin"
"13675",63,"kristina"
"13676",39,"kristofferson"
"13677",39,"kroenk"
"13678",26,"kroupa"
"13679",24,"krugel"
"13680",37,"kruger"
"13682",22,"krumper"
"13687",37,"ktvk"
"13691",43,"kudo"
"13692",34,"kuerig"
"13695",27,"kulongoski"
"13696",40,"kultur"
"13697",36,"kumquat"
"13698",37,"kung"
"13700",39,"kurd"
"13701",43,"kurram"
"13706",100,"kustom"
"13707",87,"kut"
"13709",32,"kuwait"
"13710",52,"kuwaiti"
"13711",56,"kuz"
"13712",42,"kvancz"
"13716",38,"kyoto"
"13717",30,"kyra"
"13718",24,"ldopa"
"13720",34,"ld"
"13721",25,"lala"
"13722",132,"lami"
"13723",24,"laar"
"13724",196,"lab"
"13725",23,"labadi"
"13726",21,"labak"
"13727",217,"label"
"13729",37,"label"
"13732",376,"labor"
"13733",116,"laboratori"
"13735",97,"labour"
"13737",32,"labrador"
"13738",35,"lab"
"13740",188,"lace"
"13741",36,"lachamb"
"13742",647,"lack"
"13746",26,"lacquer"
"13747",128,"lacross"
"13748",46,"lactos"
"13751",159,"laden"
"13752",381,"ladi"
"13753",131,"ladi"
"13754",45,"ladonna"
"13756",47,"ladi"
"13758",59,"lafayett"
"13759",37,"lagaan"
"13760",125,"lager"
"13762",25,"lago"
"13764",44,"lahor"
"13765",39,"lai"
"13766",21,"laibow"
"13768",326,"laid"
"13775",391,"lake"
"13776",76,"lakefront"
"13777",164,"laker"
"13781",117,"lakewood"
"13782",28,"lala"
"13787",42,"lambert"
"13788",128,"lame"
"13789",68,"lament"
"13790",21,"lamia"
"13797",44,"lampwork"
"13799",98,"lanc"
"13800",42,"lancast"
"13802",32,"lancet"
"13803",613,"land"
"13804",39,"landu"
"13805",41,"land"
"13807",23,"landfil"
"13808",34,"landfil"
"13811",74,"landlord"
"13812",51,"landmark"
"13816",116,"landscap"
"13817",28,"landscap"
"13818",20,"landup"
"13820",242,"lane"
"13821",20,"lang"
"13822",116,"languag"
"13823",92,"languag"
"13826",38,"lanka"
"13827",43,"lankan"
"13828",32,"lankler"
"13829",36,"lan"
"13831",109,"lap"
"13835",125,"laptop"
"13839",28,"larceni"
"13840",34,"larch"
"13841",34,"lard"
"13842",1233,"larg"
"13843",25,"larg"
"13844",20,"larg"
"13845",324,"larger"
"13847",23,"largesc"
"13850",171,"largest"
"13853",104,"larri"
"13855",33,"laryng"
"13856",156,"la"
"13857",93,"laser"
"13858",52,"lash"
"13859",43,"lashkar"
"13860",43,"lashkareislam"
"13864",23,"lassen"
"13865",6822,"last"
"13867",25,"last"
"13868",51,"lasvegashcg"
"13869",70,"lat"
"13870",28,"latcham"
"13871",1241,"late"
"13872",159,"late"
"13874",1659,"later"
"13875",203,"latest"
"13877",48,"latin"
"13878",24,"latino"
"13879",51,"latour"
"13880",46,"latt"
"13881",103,"latter"
"13882",22,"latterdai"
"13883",23,"latterdaygun"
"13885",29,"latvian"
"13888",34,"laudem"
"13889",735,"laugh"
"13890",53,"laughabl"
"13891",33,"laugh"
"13893",70,"laugh"
"13894",32,"laughner"
"13895",40,"laugh"
"13896",126,"laughter"
"13897",521,"launch"
"13899",52,"launcher"
"13900",52,"laundri"
"13901",41,"laundri"
"13902",204,"laura"
"13903",71,"laurel"
"13906",28,"laurino"
"13907",42,"lautenberg"
"13909",40,"lavar"
"13910",21,"lavasi"
"13914",36,"lavish"
"13915",1307,"law"
"13917",36,"lawabid"
"13918",37,"lawanda"
"13919",126,"lawmak"
"13920",143,"lawn"
"13921",20,"lawnmow"
"13923",72,"lawrenc"
"13924",69,"law"
"13925",80,"lawson"
"13926",183,"lawsuit"
"13927",36,"lawsuit"
"13929",286,"lawyer"
"13930",26,"lawyer"
"13932",407,"lai"
"13933",27,"layden"
"13934",154,"layer"
"13937",30,"layng"
"13938",68,"layoff"
"13939",38,"layout"
"13943",38,"layup"
"13945",166,"lazi"
"13947",31,"lazi"
"13949",38,"lcp"
"13951",1417,"lead"
"13952",900,"leader"
"13955",257,"leadership"
"13957",127,"leaf"
"13960",608,"leagu"
"13961",289,"leagu"
"13964",66,"leak"
"13966",22,"leaman"
"13967",43,"lean"
"13968",25,"leandro"
"13969",28,"leaner"
"13970",184,"leap"
"13971",39,"leapord"
"13972",43,"leapt"
"13975",1799,"learn"
"13976",66,"learn"
"13978",135,"learn"
"13980",25,"learnt"
"13981",54,"lea"
"13982",36,"leas"
"13983",38,"leash"
"13984",1559,"least"
"13985",79,"leather"
"13986",1778,"leav"
"13987",50,"leav"
"13990",74,"leav"
"13991",66,"leav"
"13993",21,"lebanon"
"13994",40,"lebonan"
"13995",144,"lebron"
"13997",117,"lectur"
"13999",715,"led"
"14000",26,"ledger"
"14001",364,"lee"
"14003",52,"leed"
"14004",102,"leedpac"
"14006",22,"leetsdal"
"14007",42,"lefevr"
"14009",2241,"left"
"14010",26,"lefthand"
"14011",20,"leftlean"
"14012",40,"lefthand"
"14013",27,"lefti"
"14014",82,"leftist"
"14017",631,"leg"
"14018",91,"legaci"
"14019",464,"legal"
"14020",72,"legal"
"14021",267,"legend"
"14025",48,"legibl"
"14026",28,"legibl"
"14027",100,"legion"
"14028",289,"legisl"
"14030",269,"legislatur"
"14031",59,"legislatur"
"14032",103,"legit"
"14033",97,"legitim"
"14034",34,"legitimaci"
"14036",32,"lego"
"14038",46,"legro"
"14039",63,"leg"
"14041",23,"lehigh"
"14042",50,"lehman"
"14050",53,"lemm"
"14051",112,"lemon"
"14052",70,"lemonad"
"14055",41,"lemur"
"14056",55,"len"
"14057",37,"lend"
"14059",79,"length"
"14060",24,"lengthen"
"14061",50,"lengthi"
"14063",43,"lengthi"
"14064",46,"lenin"
"14066",48,"lenni"
"14067",68,"leno"
"14068",22,"len"
"14069",48,"lent"
"14070",27,"leoben"
"14071",20,"leon"
"14072",93,"leonard"
"14073",118,"leopard"
"14074",35,"leprechaun"
"14075",56,"leptin"
"14076",23,"le"
"14077",60,"lesbian"
"14078",34,"lesnick"
"14079",1584,"less"
"14082",279,"lesson"
"14085",25,"lessthanclean"
"14088",3984,"let"
"14089",212,"let"
"14090",22,"letart"
"14091",44,"letdown"
"14092",21,"lethal"
"14094",437,"letter"
"14096",33,"letter"
"14097",21,"letterman"
"14098",37,"letterpress"
"14099",30,"letter"
"14100",38,"lettuc"
"14103",34,"leupk"
"14105",995,"level"
"14106",38,"level"
"14109",71,"levittown"
"14110",33,"levi"
"14111",70,"lewi"
"14112",32,"lewinski"
"14113",27,"lewis"
"14114",23,"lewismcchord"
"14117",59,"lexington"
"14118",44,"leyva"
"14119",35,"lgbt"
"14121",30,"lhf"
"14123",21,"lih"
"14124",20,"lia"
"14127",72,"liam"
"14129",62,"lianli"
"14130",142,"liar"
"14132",147,"liber"
"14133",33,"liber"
"14135",127,"liberti"
"14136",28,"liberti"
"14138",93,"libra"
"14139",380,"librari"
"14142",33,"librari"
"14143",127,"librari"
"14144",57,"libya"
"14145",28,"libyan"
"14146",148,"licen"
"14147",79,"licens"
"14148",82,"lick"
"14149",42,"lick"
"14150",38,"lickitung"
"14151",24,"lid"
"14153",548,"lie"
"14155",66,"liebster"
"14159",4478,"life"
"14160",32,"lifestori"
"14165",48,"lifelong"
"14169",44,"lifeson"
"14170",33,"lifestyl"
"14171",134,"lifestyl"
"14173",78,"lifethreaten"
"14174",214,"lifetim"
"14175",104,"lifetim"
"14176",237,"lift"
"14177",32,"lift"
"14179",47,"lifter"
"14181",47,"lig"
"14183",1523,"light"
"14184",27,"lightasafeath"
"14186",141,"lighter"
"14187",32,"light"
"14188",40,"lightli"
"14190",72,"light"
"14191",27,"lightweight"
"14193",14857,"like"
"14195",23,"likegoffman"
"14198",25,"like"
"14199",51,"likewis"
"14200",235,"lil"
"14203",45,"lili"
"14204",56,"lilli"
"14208",25,"limb"
"14210",179,"lime"
"14212",779,"limit"
"14214",49,"limit"
"14216",57,"limp"
"14219",151,"lincoln"
"14220",240,"linda"
"14221",45,"linden"
"14222",25,"lindsai"
"14223",25,"lindsei"
"14224",1797,"line"
"14225",49,"lineup"
"14228",164,"lineback"
"14229",42,"lineman"
"14230",26,"linemen"
"14233",42,"lineout"
"14236",31,"line"
"14237",366,"lineup"
"14238",26,"lineup"
"14239",128,"linger"
"14241",28,"lingeri"
"14242",45,"linguist"
"14243",35,"linguisticcultur"
"14244",776,"link"
"14245",35,"link"
"14246",162,"linkedin"
"14248",39,"link"
"14249",31,"linn"
"14250",24,"linnwilsonvil"
"14251",33,"linoleum"
"14255",137,"lion"
"14257",28,"lionaki"
"14259",41,"lion"
"14261",82,"lip"
"14263",32,"lip"
"14264",114,"lipstadt"
"14265",39,"lipstick"
"14267",174,"liquid"
"14268",50,"liquor"
"14270",127,"lisa"
"14271",22,"lisanti"
"14274",1675,"list"
"14275",34,"listeith"
"14276",20,"list"
"14277",964,"listen"
"14278",42,"listen"
"14279",37,"listenig"
"14280",43,"listen"
"14284",48,"lit"
"14285",349,"liter"
"14286",56,"literaci"
"14287",67,"liter"
"14288",49,"literari"
"14289",79,"literatur"
"14290",31,"lithium"
"14291",51,"litig"
"14294",46,"litter"
"14295",4750,"littl"
"14296",54,"littl"
"14298",29,"liv"
"14300",27,"livabl"
"14301",3454,"live"
"14303",46,"livetweet"
"14307",39,"live"
"14308",67,"liver"
"14310",248,"live"
"14311",46,"livestock"
"14313",282,"live"
"14315",30,"liz"
"14316",25,"liza"
"14320",47,"lloyd"
"14321",25,"lmaaaao"
"14322",353,"lmao"
"14323",79,"lmfao"
"14325",231,"load"
"14326",55,"load"
"14327",42,"loaf"
"14328",177,"loan"
"14329",123,"loan"
"14332",60,"lob"
"14333",152,"lobbi"
"14334",39,"lobbi"
"14335",47,"lobbyist"
"14336",39,"lobbyist"
"14337",113,"lobster"
"14338",1009,"local"
"14340",505,"locat"
"14342",68,"locat"
"14343",330,"lock"
"14346",109,"locker"
"14347",66,"lockout"
"14348",67,"locksmith"
"14349",43,"loco"
"14350",23,"lodg"
"14351",50,"lodg"
"14353",56,"lofpr"
"14355",38,"lofti"
"14356",159,"log"
"14359",167,"logic"
"14361",47,"logo"
"14364",30,"lohan"
"14366",28,"loin"
"14367",33,"loiter"
"14368",36,"lokpal"
"14369",3612,"lol"
"14370",31,"lola"
"14371",28,"lolita"
"14374",52,"lolol"
"14375",24,"lololol"
"14377",79,"lombard"
"14378",40,"lombardo"
"14379",34,"lonchero"
"14380",501,"london"
"14381",31,"londoneurozon"
"14383",43,"lone"
"14385",90,"lonestar"
"14386",2801,"long"
"14387",31,"longago"
"14389",30,"longrang"
"14391",81,"longterm"
"14392",97,"longtim"
"14393",33,"long"
"14394",32,"longconc"
"14395",735,"longer"
"14396",240,"longest"
"14399",73,"longoria"
"14401",46,"longstand"
"14402",37,"longstick"
"14403",90,"longterm"
"14404",142,"longtim"
"14405",33,"longtim"
"14406",32,"longview"
"14407",25,"longwoodba"
"14408",7377,"look"
"14409",38,"lookalik"
"14410",48,"lookbat"
"14413",42,"lookin"
"14414",72,"look"
"14415",37,"look"
"14417",69,"loom"
"14418",31,"loooong"
"14420",21,"loooooong"
"14422",156,"loop"
"14425",114,"loo"
"14426",25,"loos"
"14428",30,"loosen"
"14429",42,"loot"
"14430",34,"lope"
"14431",142,"lopez"
"14432",73,"lorain"
"14433",394,"lord"
"14436",44,"lorena"
"14440",310,"lo"
"14441",1065,"lose"
"14442",31,"loser"
"14444",21,"losi"
"14445",25,"lose"
"14446",501,"loss"
"14449",1207,"lost"
"14450",3852,"lot"
"14452",77,"lot"
"14453",36,"lotteri"
"14454",43,"lotteri"
"14455",46,"lotu"
"14456",44,"lou"
"14457",40,"louboutin"
"14458",397,"loud"
"14459",67,"louder"
"14461",456,"loui"
"14462",239,"loui"
"14466",22,"louis"
"14467",50,"louisiana"
"14468",38,"louisvil"
"14469",101,"loung"
"14470",82,"loung"
"14472",20,"lousi"
"14473",26,"lousisanna"
"14474",34,"lout"
"14475",20,"louw"
"14476",124,"lov"
"14478",9914,"love"
